_names_1	_names_2
1007000227	ENVO:00000226
1007000227	saline wedge estuaries
1007000227	saline wedge estuary
1007000227	salt wedge estuaries
1007000227	salt wedge estuary
1007000228	ENVO:00000227
1007000228	vertically mixed estuaries
1007000228	vertically mixed estuary
1007000229	ENVO:00000228
1007000229	inverse estuaries
1007000229	inverse estuary
1007000230	ENVO:00000229
1007000230	intermittent estuaries
1007000230	intermittent estuary
1007000231	coastal wetland
1007000231	coastal wetlandic
1007000231	coastal wetlands
1007000231	ENVO:00000230
1007000231	EstuarineWetland
1007000231	EstuarineWetlandic
1007000231	EstuarineWetlands
1007000231	MarineWetland
1007000231	MarineWetlandic
1007000231	MarineWetlands
1007000232	ENVO:00000231
1007000232	moor
1007000233	ENVO:00000232
1007000233	fen
1007000234	ENVO:00000233
1007000234	swamp
1007000234	swampic
1007000234	swampies
1007000234	swamps
1007000234	swampy
1007000235	bahia
1007000235	bahial
1007000235	bahias
1007000235	bayou
1007000235	bayous
1007000235	ENVO:00000234
1007000236	carr
1007000236	ENVO:00000235
1007000237	dambo
1007000237	damboes
1007000237	ENVO:00000236
1007000238	ENVO:00000237
1007000238	hydromorphic/phreatic dambo
1007000239	ENVO:00000238
1007000239	fluvial dambo
1007000239	fluvial damboes
1007000240	ENVO:00000239
1007000240	pocasin
1007000240	pocasins
1007000241	ENVO:00000240
1007000241	saline wetland
1007000241	saline wetlandic
1007000241	saline wetlands
1007000242	ENVO:00000241
1007000242	tidal flat
1007000242	tidal flatic
1007000242	tidal flats
1007000242	tidal mudflat
1007000242	tidal mudflatic
1007000242	tidal mudflats
1007000243	ENVO:00000242
1007000243	lacustrine mudflat
1007000243	lacustrine mudflatic
1007000243	lacustrine mudflats
1007000244	ENVO:00000243
1007000244	freshwater wetland
1007000244	freshwater wetlandic
1007000244	freshwater wetlands
1007000245	abyssal plain
1007000245	abyssal plains
1007000245	ENVO:00000244
1007000246	ENVO:00000245
1007000246	maar
1007000247	ENVO:00000246
1007000247	volcanic crater
1007000247	volcanic craters
1007000248	ENVO:00000247
1007000248	volcano
1007000248	volcanoes
1007000249	ENVO:00000248
1007000249	glacial valley
1007000249	glacial valleys
1007000250	ENVO:00000249
1007000250	lateral moraine
1007000250	lateral moraines
1007000250	lateral morainous
1007000251	ENVO:00000250
1007000251	medial moraine
1007000251	medial moraines
1007000251	medial morainous
1007000252	ENVO:00000251
1007000252	ground moraine
1007000252	ground moraines
1007000252	ground morainous
1007000253	delta moraine
1007000253	delta moraines
1007000253	delta morainous
1007000253	end moraine
1007000253	end moraines
1007000253	end morainous
1007000253	ENVO:00000252
1007000253	terminal moraine
1007000253	terminal moraines
1007000253	terminal morainous
1007000254	ENVO:00000253
1007000254	scroll plane
1007000254	scroll planes
1007000254	scroll planous
1007000255	ENVO:00000254
1007000255	till plan
1007000255	till planic
1007000255	till plans
1007000256	bottomland
1007000256	bottomlandic
1007000256	bottomlands
1007000256	ENVO:00000255
1007000256	flood plain
1007000256	flood plains
1007000257	ENVO:00000256
1007000257	floodway
1007000257	floodways
1007000258	ENVO:00000257
1007000258	flood fringe
1007000258	flood fringes
1007000259	alluvial plain
1007000259	alluvial plains
1007000259	ENVO:00000258
1007000260	ENVO:00000259
1007000260	lacustrine plain
1007000260	lacustrine plains
1007000261	ENVO:00000260
1007000261	prairie
1007000261	prairies
1007000261	veld
1007000262	ENVO:00000261
1007000262	savanna
1007000262	savannah
1007000262	savannahic
1007000262	savannahs
1007000262	savannal
1007000262	savannas
1007000263	ENVO:00000262
1007000263	pampa
1007000263	pampal
1007000263	pampas
1007000263	pampases
1007000263	pampasic
1007000263	puszta
1007000263	pusztal
1007000263	pusztas
1007000263	steppe
1007000263	steppes
1007000264	ENVO:00000263
1007000264	fissure cave
1007000264	fissure caves
1007000265	ENVO:01000342
1007000265	knoll
1007000265	knolls
1007000265	knollses
1007000265	mountains
1007000265	mountainses
1007000265	seaknoll
1007000265	seaknolls
1007000265	seakpeak
1007000265	seakpeakic
1007000265	seakpeaks
1007000265	seamount
1007000265	seamounts
1007000265	submarine volcano
1007000265	submarine volcanoes
1007000265	undersea hill
1007000265	undersea hills
1007000265	undersea knoll
1007000265	undersea knolls
1007000265	undersea mound
1007000265	undersea mounds
1007000266	ENVO:00000265
1007000266	guyot
1007000266	guyots
1007000266	tablemount
1007000266	tablemounts
1007000266	tablemountses
1007000267	ENVO:00000266
1007000267	grazing area
1007000267	grazing areal
1007000267	grazing areas
1007000267	livestock-grazed areas
1007000267	livestock-grazed areases
1007000267	livestock-grazed areasic
1007000267	pasture
1007000267	pastures
1007000268	ENVO:00000267
1007000268	submarine canyon
1007000268	submarine canyonal
1007000268	submarine canyons
1007000268	undersea canyon
1007000268	undersea canyonal
1007000268	undersea canyons
1007000268	undersea ravine
1007000268	undersea ravines
1007000268	undersea ravinous
1007000269	ENVO:00000268
1007000269	lake bed
1007000269	lake beds
1007000269	lake bottom
1007000269	lake bottoms
1007000271	beaver pond
1007000271	beaver ponds
1007000271	ENVO:00000270
1007000272	chott
1007000272	chotts
1007000272	ENVO:00000271
1007000272	shott
1007000272	shotts
1007000274	continental slope
1007000274	continental slopes
1007000274	ENVO:00000273
1007000275	continental rise
1007000275	continental rises
1007000275	ENVO:00000274
1007000276	deep sea trench
1007000276	deep sea trenches
1007000276	ENVO:00000275
1007000276	ocean trench
1007000276	ocean trenches
1007000276	undersea trench
1007000276	undersea trenches
1007000276	undersea trough
1007000276	undersea troughs
1007000277	drumlin
1007000277	drumlins
1007000277	ENVO:00000276
1007000278	dry lake
1007000278	dry lakes
1007000278	ENVO:00000277
1007000279	dry stream
1007000279	dry stream bed
1007000279	dry stream beds
1007000279	dry streamic
1007000279	dry streams
1007000279	ENVO:00000278
1007000280	ENVO:00000279
1007000280	saline pan
1007000280	saline panic
1007000280	saline pans
1007000280	salt area
1007000280	salt areal
1007000280	salt areas
1007000280	salt flat
1007000280	salt flatic
1007000280	salt flats
1007000280	SALT PAN
1007000280	salt panic
1007000280	SALT PANs
1007000281	cuesta
1007000281	cuestal
1007000281	cuestas
1007000281	ENVO:00000280
1007000281	escarpment
1007000281	escarpments
1007000281	scarp
1007000281	scarpic
1007000281	scarps
1007000282	ENVO:00000281
1007000282	fault escarpment
1007000282	fault escarpments
1007000283	ENVO:00000282
1007000283	esker
1007000283	eskers
1007000285	ENVO:00000284
1007000285	quarries
1007000285	quarry
1007000287	ENVO:00000286
1007000287	polder
1007000287	polders
1007000288	butte
1007000288	buttes
1007000288	ENVO:00000287
1007000289	cotton plantation
1007000289	cotton plantational
1007000289	cotton plantations
1007000289	ENVO:00000288
1007000290	ENVO:00000289
1007000290	horst
1007000290	horsts
1007000291	ENVO:00000290
1007000291	fault zone
1007000291	graben
1007000291	grabens
1007000297	ENVO:00000296
1007000297	rice field
1007000297	rice fields
1007000297	rice paddies
1007000297	rice paddy
1007000298	ENVO:00000297
1007000298	paddy field
1007000298	paddy fields
1007000299	arched iceberg
1007000299	arched icebergs
1007000299	barrier iceberg
1007000299	barrier icebergs
1007000299	ENVO:00000298
1007000299	floeberg
1007000299	floebergs
1007000299	glacial berg
1007000299	glacial bergs
1007000299	glacial iceberg
1007000299	glacial icebergs
1007000299	iceberg
1007000299	icebergs
1007000299	IceFloe
1007000299	IceFloes
1007000300	ENVO:01000277
1007000300	ice field
1007000300	ice fields
1007000300	ice mass
1007000300	ice masses
1007000300	ice massic
1007000300	ice patch
1007000300	ice patches
1007000300	ice patchic
1007000301	ENVO:00000300
1007000301	mallee scrub
1007000301	mallee scrubs
1007000301	mulga scrub
1007000301	mulga scrubs
1007000301	scrub
1007000301	scrub forest
1007000301	scrub forests
1007000301	scrubbies
1007000301	scrubby
1007000301	scrubland
1007000301	scrublandic
1007000301	scrublands
1007000301	scrubs
1007000302	chaparal area
1007000302	chaparal area
1007000302	chaparal areal
1007000302	chaparal areal
1007000302	chaparal areas
1007000302	chaparal areas
1007000302	chaparral
1007000302	chaparralic
1007000302	chaparrals
1007000302	ENVO:00000301
1007000302	maquis
1007000302	maquises
1007000303	ENVO:00000100
1007000303	rift
1007000303	rift valley
1007000303	rift valleys
1007000303	rift zone
1007000304	coast
1007000304	coastal
1007000304	coastal area
1007000304	coastal areal
1007000304	coastal areas
1007000304	coastal shoreline
1007000304	coastal shorelines
1007000304	coastal shorelinous
1007000304	coastal strip
1007000304	coastal strips
1007000304	coastal zone
1007000304	coastalic
1007000304	CoastalRegion
1007000304	CoastalRegional
1007000304	CoastalRegions
1007000304	coastals
1007000304	coastic
1007000304	coastline
1007000304	coastlines
1007000304	coastlinous
1007000304	coasts
1007000304	Costa
1007000304	Costal
1007000304	Costas
1007000304	ENVO:01000687
1007000304	Littoral
1007000304	Littoralic
1007000304	Littorals
1007000304	rivage
1007000304	rivages
1007000304	sea coast
1007000304	sea coastic
1007000304	sea coasts
1007000305	beach face
1007000305	beach faces
1007000305	ENVO:00000304
1007000305	foreshore
1007000305	foreshores
1007000305	Inshore
1007000305	inshore areas
1007000305	inshore areases
1007000305	inshore areasic
1007000305	Inshores
1007000305	shore
1007000305	shoreface
1007000305	shorefaces
1007000305	shores
1007000308	ENVO:00000307
1007000308	icefall
1007000308	icefallic
1007000308	icefalls
1007000309	dune slack
1007000309	dune slackic
1007000309	dune slacks
1007000309	ENVO:00000308
1007000309	interdune trough
1007000309	interdune troughs
1007000313	ENVO:00000312
1007000313	sandur
1007000313	sandurs
1007000314	blowouts
1007000314	ENVO:00000313
1007000315	alluvial fan
1007000315	alluvial fanic
1007000315	alluvial fans
1007000315	ENVO:00000314
1007000316	bajada
1007000316	bajadal
1007000316	bajadas
1007000316	ENVO:00000315
1007000317	ENVO:00000316
1007000317	intertidal
1007000317	intertidal zone
1007000317	intertidalic
1007000317	intertidals
1007000317	littoral zone
1007000317	littoralic
1007000317	littorals
1007000318	ENVO:00000317
1007000318	tidal pool
1007000318	tidal poolic
1007000318	tidal pools
1007000318	tidepools
1007000318	tidepoolses
1007000319	ENVO:00000318
1007000319	high tide zone
1007000319	upper littoral
1007000319	upper littoralic
1007000319	upper littorals
1007000320	ENVO:00000319
1007000320	low tide
1007000320	low tide line
1007000320	low tide lines
1007000320	low tide linous
1007000320	low tide zone
1007000320	low tides
1007000320	lower littoral
1007000320	lower littoralic
1007000320	lower littorals
1007000321	crevasse
1007000321	crevasses
1007000321	crevice
1007000321	crevices
1007000321	ENVO:00000263
1007000321	fissure
1007000321	fissures
1007000322	ENVO:00000321
1007000322	joint-plane cave
1007000322	joint-plane caves
1007000323	ENVO:00000322
1007000323	lava cave
1007000323	lava caves
1007000324	ENVO:00000323
1007000324	live cave
1007000324	live caves
1007000325	ENVO:00000324
1007000325	outflow cave
1007000325	outflow caves
1007000326	ENVO:00000325
1007000326	polje
1007000326	poljes
1007000327	ENVO:00000326
1007000327	sea cave
1007000327	sea caves
1007000328	ENVO:00000327
1007000328	speleothem
1007000328	speleothems
1007000329	ENVO:00000328
1007000329	vadoze
1007000329	vadoze zone
1007000329	vadozes
1007000330	ENVO:00000329
1007000330	phreatic
1007000330	phreatic zone
1007000330	phreatics
1007000333	doline
1007000333	dolines
1007000333	dolinous
1007000333	ENVO:00000332
1007000334	ENVO:00000333
1007000334	subjacent karst
1007000334	subjacent karstic
1007000334	subjacent karsts
1007000335	ENVO:00000334
1007000335	syngenetic karst
1007000335	syngenetic karstic
1007000335	syngenetic karsts
1007000336	ENVO:00000335
1007000336	polygonal karst
1007000336	polygonal karstic
1007000336	polygonal karsts
1007000337	doline karst
1007000337	doline karstic
1007000337	doline karsts
1007000337	ENVO:00000336
1007000343	ENVO:00000342
1007000343	ice cap domal
1007000343	ice cap dome
1007000343	ice cap domes
1007000344	ENVO:00000343
1007000344	particle of silt
1007000344	particle of silts
1007000348	ENVO:00000347
1007000348	grain of sea sand
1007000351	ENVO:00000350
1007000351	somma volcano
1007000351	somma volcanoes
1007000353	continental arc
1007000353	continental arcic
1007000353	continental arcs
1007000353	ENVO:00000352
1007000355	ENVO:00000354
1007000355	volcanic complex
1007000356	ENVO:00000355
1007000356	monogenetic volcanic field
1007000356	monogenetic volcanic fields
1007000357	ENVO:00000356
1007000357	pyroclastic cone
1007000357	pyroclastic cones
1007000357	pyroclastic conous
1007000357	pyroclastic domal
1007000357	pyroclastic dome
1007000357	pyroclastic domes
1007000371	ENVO:00000370
1007000371	tuya
1007000372	complex volcano
1007000372	complex volcanoes
1007000372	compound volcano
1007000372	compound volcanoes
1007000372	ENVO:00000371
1007000373	ENVO:00000372
1007000373	pyroclastic shield volcano
1007000373	pyroclastic shield volcanoes
1007000373	terrestrial ignimbrite shield
1007000373	terrestrial ignimbrite shields
1007000374	ENVO:00000373
1007000374	geothermal field
1007000374	geothermal fields
1007000378	artificial lake
1007000378	artificial lakes
1007000378	ENVO:01000252
1007000379	canal head reservoir
1007000379	canal head reservoirs
1007000379	ENVO:00000378
1007000380	ENVO:00000380
1007000380	ice shelf
1007000380	ice shelfs
1007000381	ENVO:00000381
1007000381	massif
1007000381	massifs
1007000382	ENVO:00000382
1007000382	lake shore
1007000382	lake shores
1007000382	margin of lake
1007000382	margin of lakes
1007000382	margins of lakes
1007000382	margins of lakeses
1007000383	ENVO:00000383
1007000383	stream bed
1007000383	stream beds
1007000383	stream bottom
1007000383	stream bottoms
1007000384	ENVO:00000384
1007000384	river bed
1007000384	river beds
1007000384	river bottom
1007000384	river bottoms
1007000385	ENVO:00000385
1007000385	stream mouth
1007000385	stream mouths
1007000386	ENVO:00000386
1007000386	river mouth
1007000386	river mouths
1007000387	ENVO:00000387
1007000387	intermittent lake
1007000387	intermittent lakes
1007000387	intermittent lakeses
1007000389	ENVO:00000389
1007000389	intermittent wetland
1007000389	intermittent wetlandic
1007000389	intermittent wetlands
1007000390	ENVO:00000390
1007000390	mountain spur
1007000390	mountain spurs
1007000390	spur
1007000390	spurs (physiographic 
1007000392	ENVO:00000392
1007000392	glacial tongue
1007000392	glacial tongues
1007000392	glacier tongue
1007000392	glacier tongues
1007000392	ice tongue
1007000392	ice tongues
1007000394	ENVO:00000394
1007000394	strait
1007000394	straits
1007000395	channel
1007000395	channels
1007000395	chutes (hydrographic)
1007000395	ENVO:00002150
1007000395	improved channel
1007000395	improved channels
1007000395	inlet (hydrographic)
1007000395	sea channel
1007000395	sea channels
1007000395	sea channelses
1007000395	seachannel (seafloor)
1007000395	stream channel
1007000395	stream channels
1007000395	undersea channel
1007000395	undersea channels
1007000395	WaterChannel
1007000395	WaterChannels
1007000396	ENVO:00000396
1007000396	marine channel
1007000396	marine channels
1007000397	ENVO:00000397
1007000397	lake channel
1007000397	lake channels
1007000398	cone (geological)
1007000398	ENVO:00000398
1007000398	lava cone
1007000398	lava cones
1007000398	lava conous
1007000398	volcanic cone
1007000398	volcanic cones
1007000398	volcanic conous
1007000399	ash cone
1007000399	ash cones
1007000399	ash conous
1007000399	ENVO:00000399
1007000400	cinder cone
1007000400	cinder cones
1007000400	cinder conous
1007000400	ENVO:00000400
1007000401	ENVO:00000401
1007000401	spatter cone
1007000401	spatter cones
1007000401	spatter conous
1007000402	ENVO:00000402
1007000402	mud volcano
1007000402	mud volcanoes
1007000404	composite volcano
1007000404	composite volcanoes
1007000404	ENVO:00000404
1007000404	stratovolcano
1007000404	stratovolcanoes
1007000406	ENVO:00000406
1007000406	mid-ocean ridge
1007000406	mid-ocean ridges
1007000406	OceanRidge
1007000406	OceanRidges
1007000406	undersea ridge
1007000406	undersea ridges
1007000407	ENVO:00000407
1007000407	subglacial volcano
1007000407	subglacial volcanoes
1007000408	ENVO:00000408
1007000408	fissure
1007000408	fissures
1007000410	ENVO:00000410
1007000410	kipuka
1007000410	kipukal
1007000410	kipukas
1007000412	ENVO:00000412
1007000412	tidal watercourse
1007000412	tidal watercourses
1007000413	bugor
1007000413	bugors
1007000413	bulginniakh
1007000413	bulginniakhic
1007000413	bulginniakhs
1007000413	ENVO:00000413
1007000413	pingo
1007000413	pingoes
1007000415	ENVO:00000415
1007000415	raised beach
1007000415	raised beaches
1007000415	raised beachic
1007000416	coastal dune
1007000416	coastal dunes
1007000416	coastal dunous
1007000416	ENVO:00000416
1007000417	ENVO:00000417
1007000417	machair
1007000417	machairs
1007000418	drowned river valley
1007000418	drowned river valleys
1007000418	drowned valley
1007000418	drowned valleys
1007000418	ENVO:00000418
1007000420	ENVO:00000420
1007000420	tombolo
1007000420	tomboloes
1007000422	ENVO:00000422
1007000422	limestone pavement
1007000422	limestone pavements
1007000423	ait
1007000423	ENVO:00000423
1007000423	eyot
1007000423	river island
1007000423	river islandic
1007000423	river islands
1007000425	cold seep
1007000425	cold seeps
1007000425	ENVO:00000425
1007000426	ENVO:01000024
1007000426	ocean bed
1007000426	ocean beds
1007000426	ocean floor
1007000426	ocean floor feature
1007000426	ocean floor features
1007000426	ocean floors
1007000426	seafloor feature
1007000426	seafloor features
1007000429	arete
1007000429	aretes
1007000429	ENVO:00000429
1007000431	drumlin field
1007000431	drumlin fields
1007000431	drumlin swarm
1007000431	drumlin swarmic
1007000431	drumlin swarms
1007000431	ENVO:00000431
1007000432	ENVO:00000432
1007000432	inselberg
1007000432	inselbergs
1007000432	kopje
1007000432	kopjes
1007000432	monadnock
1007000432	monadnocks
1007000433	ENVO:00000433
1007000433	kame terrace
1007000433	kame terraces
1007000434	ENVO:00000434
1007000434	outwash fan
1007000434	outwash fanic
1007000434	outwash fans
1007000435	ENVO:00000435
1007000435	proglacial lake
1007000435	proglacial lakes
1007000436	ENVO:00000436
1007000436	rinnental
1007000436	rinnentalic
1007000436	rinnentals
1007000439	dell
1007000439	ENVO:00000439
1007000440	ENVO:00000440
1007000440	rock shelter
1007000440	rock shelters
1007000442	ENVO:00000442
1007000442	maelstrom
1007000442	maelstroms
1007000444	burnt over area
1007000444	burnt over areal
1007000444	burnt over areas
1007000444	clearing
1007000444	clearings
1007000444	cut line
1007000444	cut lines
1007000444	cut linous
1007000444	ENVO:00000444
1007000444	fire break
1007000444	fire breakic
1007000444	fire breaks
1007000444	forest clearing
1007000444	forest clearings
1007000444	gaps in forests
1007000444	gaps in forestses
1007000444	glade
1007000444	glades
1007000444	logged area
1007000444	logged areal
1007000444	logged areas
1007000444	regional clearing
1007000444	regional clearings
1007000446	ENVO:00000446
1007000446	terrestrial
1007000446	terrestrial biome
1007000446	terrestrial realm
1007000446	terrestrial realmic
1007000446	terrestrial realms
1007000446	terrestrialic
1007000446	terrestrials
1007000447	ENVO:00000447
1007000447	marine
1007000447	marine biome
1007000447	marine realm
1007000447	marine realmic
1007000447	marine realms
1007000447	marines
1007000447	marinous
1007000447	sea-way
1007000447	seaway
1007000447	tide way
1007000450	ENVO:00000450
1007000450	irrigation reservoir
1007000450	irrigation reservoirs
1007000451	amenity lake
1007000451	amenity lakes
1007000451	ENVO:00000451
1007000452	ENVO:00000452
1007000452	ribbon lake
1007000452	ribbon lakes
1007000453	ENVO:00000453
1007000453	liman
1007000453	limanic
1007000453	limans
1007000454	ENVO:00000454
1007000454	turlough
1007000454	turloughs
1007000455	corrie loch
1007000455	corrie loches
1007000455	ENVO:00000455
1007000455	tarn
1007000456	ENVO:00000456
1007000456	tidewater glacier
1007000456	tidewater glaciers
1007000458	ENVO:00000458
1007000458	valley glacier
1007000458	valley glaciers
1007000459	ENVO:00000459
1007000459	outlet glacier
1007000459	outlet glaciers
1007000460	ENVO:00000460
1007000460	penplain
1007000460	penplains
1007000461	ENVO:00000461
1007000461	pseudocrater
1007000461	pseudocraters
1007000462	ENVO:00000462
1007000462	polygenetic volcanic field
1007000462	polygenetic volcanic fields
1007000463	ENVO:00000463
1007000463	harbor
1007000463	harbors
1007000464	artificial harbor
1007000464	artificial harbors
1007000464	artificial harbour
1007000464	artificial harbours
1007000464	ENVO:00000464
1007000465	ENVO:00000465
1007000465	natural harbor
1007000465	natural harbors
1007000465	natural harbour
1007000465	natural harbours
1007000470	ENVO:00000470
1007000470	irrigation dam
1007000470	irrigation damic
1007000470	irrigation dams
1007000472	backwater
1007000472	backwaters
1007000472	ENVO:00000472
1007000473	ENVO:00000473
1007000473	gravel pit
1007000473	gravel pits
1007000475	anse
1007000475	arm
1007000475	bight
1007000475	bights
1007000475	closed bay
1007000475	closed bays
1007000475	ENVO:00000475
1007000475	firth
1007000475	firths
1007000475	inlet
1007000475	inlets
1007000476	ENVO:00000476
1007000476	lake inlet
1007000476	lake inlets
1007000477	cerrito
1007000477	cerritoes
1007000477	ENVO:00000083
1007000477	foothill
1007000477	foothills
1007000477	hill
1007000477	hill range
1007000477	hill ranges
1007000477	hillies
1007000477	hillock
1007000477	hillocks
1007000477	hills
1007000477	hillses
1007000477	hillside
1007000477	hillsides
1007000477	hilly
1007000477	hilly areas
1007000477	hilly areases
1007000477	hilly areasic
1007000477	inselberg
1007000477	inselbergs
1007000477	knob
1007000477	koppje
1007000477	koppjes
1007000477	mount
1007000477	mounts
1007000477	sand hill
1007000477	sand hills
1007000483	ENVO:00000483
1007000483	plunge pool
1007000483	plunge poolic
1007000483	plunge pools
1007000484	ENVO:00000484
1007000484	ice clearing
1007000484	ice clearings
1007000484	POLYNA
1007000484	POLYNAs
1007000484	polynya
1007000484	polynyal
1007000484	polynyas
1007000485	ENVO:00000485
1007000486	ENVO:00000486
1007000486	shoreline
1007000486	shorelines
1007000486	shorelinous
1007000487	ENVO:00000487
1007000487	paternoster lake
1007000487	paternoster lakes
1007000488	ENVO:00000488
1007000488	glacial lake
1007000488	glacial lakes
1007000489	ENVO:00000489
1007000489	palsa
1007000489	palsa bog
1007000489	palsa bogs
1007000489	palsal
1007000489	palsas
1007000490	consequent stream
1007000490	consequent streamic
1007000490	consequent streams
1007000490	ENVO:00000490
1007000491	ENVO:00000491
1007000491	subsequent stream
1007000491	subsequent streamic
1007000491	subsequent streams
1007000492	ENVO:00000492
1007000492	resequent stream
1007000492	resequent streamic
1007000492	resequent streams
1007000493	ENVO:00000493
1007000493	obsequent stream
1007000493	obsequent streamic
1007000493	obsequent streams
1007000494	ENVO:00000494
1007000494	insequent stream
1007000494	insequent streamic
1007000494	insequent streams
1007000495	affluent
1007000495	affluent stream
1007000495	affluent streamic
1007000495	affluent streams
1007000495	affluents
1007000495	confluent stream
1007000495	confluent streamic
1007000495	confluent streams
1007000495	ENVO:00000495
1007000495	river tributaries
1007000495	river tributary
1007000495	tributaries
1007000495	tributary
1007000496	ENVO:00000496
1007000496	rill
1007000497	ENVO:00000497
1007000497	rincon
1007000497	rinconal
1007000497	rincons
1007000498	dyke (geologic)
1007000498	ENVO:00000498
1007000498	volcanic dike
1007000498	volcanic dikes
1007000498	volcanic dyke
1007000498	volcanic dykes
1007000500	beaver dam
1007000500	beaver damic
1007000500	beaver dams
1007000500	ENVO:00000500
1007000502	ENVO:00000502
1007000502	intermittent saline lake
1007000502	intermittent saline lakes
1007000502	intermittent salt lake
1007000502	intermittent salt lakes
1007000502	intermittent salt lakeses
1007000503	ENVO:00000503
1007000503	intermittent oxbow lake
1007000503	intermittent oxbow lakes
1007000504	ENVO:00000504
1007000504	intermittent pond
1007000504	intermittent ponds
1007000504	intermittent pondses
1007000504	intermittent pool
1007000504	intermittent poolic
1007000504	intermittent pools
1007000504	rain pools
1007000504	rain poolses
1007000505	ENVO:00000505
1007000505	underground irrigation canal
1007000505	underground irrigation canalic
1007000505	underground irrigation canals
1007000506	ENVO:00000506
1007000506	intermittent reservoir
1007000506	intermittent reservoirs
1007000507	ENVO:00000507
1007000507	wadi mouth
1007000507	wadi mouths
1007000508	ENVO:00000508
1007000508	rock terrace
1007000508	rock terraces
	
	
	
1007000511	blanket bog
1007000511	blanket bogs
1007000511	ENVO:00000511
1007000512	ENVO:00000512
1007000512	pond bed
1007000512	pond beds
1007000512	pond bottom
1007000512	pond bottoms
1007000513	ENVO:00000513
1007000513	reservoir bed
1007000513	reservoir beds
1007000513	reservoir bottom
1007000513	reservoir bottoms
1007000515	ENVO:00000515
1007000515	road cut
1007000515	road cuts
1007000516	ENVO:00000516
1007000516	hammock
1007000516	hammocks
1007000516	hummock
1007000516	hummocks
1007000517	ENVO:00000517
1007000517	lost river
1007000517	lost rivers
1007000517	lost stream
1007000517	lost streamic
1007000517	lost streams
1007000520	ENVO:00000520
1007000520	landslide
1007000520	landslides
1007000520	landslip
1007000520	landslips
1007000521	ENVO:00000521
1007000521	rockfall
1007000521	rockfallic
1007000521	rockfalls
1007000522	canal tunnel
1007000522	canal tunnels
1007000522	ENVO:00000522
1007000525	canalised stream
1007000525	canalised streamic
1007000525	canalised streams
1007000525	canalized stream
1007000525	canalized streamic
1007000525	canalized streams
1007000525	ENVO:00000525
1007000527	ENVO:00000527
1007000527	interfluve
1007000527	interfluves
1007000528	ENVO:00000528
1007000528	ice cap ridge
1007000528	ice cap ridges
1007000528	icecap reach
1007000528	icecap reaches
1007000528	icecap reachic
1007000529	beach ridge
1007000529	beach ridges
1007000529	ENVO:00000529
1007000531	ENVO:00000531
1007000531	ice cap depression
1007000531	ice cap depressional
1007000531	ice cap depressions
1007000532	ENVO:00000532
1007000532	intermittent saline evaporation pond
1007000532	intermittent saline evaporation ponds
1007000532	intermittent salt pond
1007000532	intermittent salt ponds
1007000534	ENVO:00000534
1007000534	potholar
1007000534	pothole
1007000534	potholes
1007000535	ENVO:00000535
1007000535	weir
1007000536	ENVO:00000536
1007000536	moatan
1007000536	moatanic
1007000536	moatans
1007000537	boulder field
1007000537	boulder fields
1007000537	ENVO:00000537
1007000540	brackish lake
1007000540	brackish lakes
1007000540	ENVO:00000540
1007000541	brackish pond
1007000541	brackish ponds
1007000541	ENVO:00000541
1007000542	ENVO:00000542
1007000542	kame
1007000544	ENVO:00000544
1007000544	leat
1007000544	lete
1007000545	ENVO:00000545
1007000545	pebble beach
1007000545	pebble beaches
1007000545	pebble beachic
1007000545	shingle beach
1007000545	shingle beaches
1007000545	shingle beachic
1007000546	ENVO:00000546
1007000546	lake sediment
1007000546	lake sediments
1007000548	ENVO:00000548
1007000548	gravel field
1007000548	gravel field area
1007000548	gravel field areal
1007000548	gravel field areas
1007000548	gravel fields
1007000549	ENVO:00000549
1007000549	intermittent body of water
1007000549	intermittent body of waters
1007000549	intermittent water bodies
1007000549	intermittent water body
1007000550	cordillera
1007000550	cordilleral
1007000550	cordilleras
1007000550	ENVO:01000342
1007000551	closed basin
1007000551	closed basins
1007000551	endorheic basin
1007000551	endorheic basins
1007000551	ENVO:00000551
1007000551	terminal basin
1007000551	terminal basins
1007000567	calanque
1007000567	calanques
1007000567	ENVO:00000567
1007000568	aerial
1007000568	aerial habitat
1007000568	aerialic
1007000568	aerials
1007000568	ENVO:00000568
1007000569	ENVO:00000447
1007000569	marine habitat
1007000570	brackish water habitat
1007000570	brackish waters
1007000570	ENVO:01000322
1007000571	arboreal
1007000571	arboreal habitat
1007000571	arborealic
1007000571	arboreals
1007000571	ENVO:00000571
1007000572	ENVO:00000572
1007000572	hypogeal
1007000572	hypogeal habitat
1007000572	hypogealic
1007000572	hypogeals
1007000572	subterranean
1007000572	subterranean habitat
1007000572	subterraneanic
1007000572	subterraneans
1007000572	subterrestrial
1007000572	subterrestrial habitat
1007000572	subterrestrialic
1007000572	subterrestrials
1007000572	underground
1007000572	underground habitat
1007000572	undergrounds
1007000573	city
1007000573	ENVO:00000856
1007000573	urban
1007000573	urban area
1007000573	urban areal
1007000573	urban areas
1007000573	urbanic
1007000573	urbans
1007000574	ENVO:00000873
1007000574	freshwater biome
1007000574	freshwater realm
1007000574	freshwater realmic
1007000574	freshwater realms
1007000574	freshwaters
1007000587	endolithic
1007000587	endolithic habitat
1007000587	endolithics
1007000587	ENVO:00000886
1007000588	ENVO:00000887
1007000588	Large river
1007000588	Large river biome
1007000588	Large rivers
1007000589	ENVO:00000888
1007000589	Large river headwater
